country_from,country_to,distance,gravity,flow,offset,GDPDiff,GDPDiffabs,offsetabs
UA,PK,3787.2912,20.2227,0.69315,-4.9358,717.5351,717.5351,4.9358
FI,SR,9193.1949,10.4997,1.3863,4.9321,36605.8148,36605.8148,4.9321
ES,IN,7941.6493,20.6981,2.9957,-4.9299,24819.1039,24819.1039,4.9299
NZ,WS,3271.4005,11.357,5.4638,4.927,35398.8621,35398.8621,4.927
MO,DO,15445.5795,10.2156,0,4.9265,66464.7366,66464.7366,4.9265
NL,SB,14772.6558,10.7525,2.5649,4.9257,43289.2964,43289.2964,4.9257
MY,SR,17409.4214,10.9588,3.4657,4.9076,3018.1357,3018.1357,4.9076
IQ,AZ,844.0734,20.0494,0,-4.9074,732.6643,732.6643,4.9074
AU,SR,17419.7857,10.7009,2.1972,4.9004,43443.3868,43443.3868,4.9004
TL,NI,16610.2309,10.2499,0,4.8922,-49.382,49.382,4.8922
HN,NI,282.5691,20.3693,1.6094,-4.8909,209.7756,209.7756,4.8909
IS,CG,7772.2556,10.2528,0,4.8892,58448.6977,58448.6977,4.8892
EG,UG,2834.058,20.0186,0,-4.8765,2899.1813,2899.1813,4.8765
MT,HN,9944.3421,10.6032,1.6094,4.8752,22697.013,22697.013,4.8752
KE,RW,918.0603,20.3453,1.6094,-4.8669,752.5242,752.5242,4.8669
AU,BZ,15561.0077,10.5068,1.0986,4.8649,45117.2536,45117.2536,4.8649
CH,TL,12801.9741,11.0792,3.8286,4.863,76710.6507,76710.6507,4.863
CN,ZA,11237.0448,20.2297,1.0986,-4.858,2849.587,2849.587,4.858
SG,ID,1148.1175,20.8283,3.989,-4.8526,49390.4193,49390.4193,4.8526
LC,TG,6748.771,10.2999,0,4.8422,7165.9835,7165.9835,4.8422
DM,TZ,10863.5258,10.4525,0.69315,4.8344,6265.2609,6265.2609,4.8344
AU,CN,7474.3544,20.2048,1.0986,-4.8331,41804.6386,41804.6386,4.8331
TH,PH,2261.9507,21.053,5.1591,-4.8327,2956.8415,2956.8415,4.8327
IN,MW,6163.3105,20.2623,1.3863,-4.8305,1408.5931,1408.5931,4.8305
HN,SV,325.7322,20.1162,0.69315,-4.8293,-1862.427,1862.427,4.8293
CZ,SB,14490.8801,10.3139,0,4.8281,16261.066,16261.066,4.8281
BE,SB,14953.9926,10.3228,0,4.8192,39090.6737,39090.6737,4.8192
GT,WS,9577.6388,10.4709,0.69315,4.816,118.9828,118.9828,4.816
IN,CM,7290.2548,20.1854,1.0986,-4.8137,676.7392,676.7392,4.8137
SA,YE,993.8487,20.6194,3.1781,-4.8132,19038.3134,19038.3134,4.8132
KR,ID,4325.1626,20.3882,2.0794,-4.8116,23968.5112,23968.5112,4.8116
GT,MX,1556.1385,20.5879,3.0445,-4.8095,-4054.5621,4054.5621,4.8095
TW,PH,1205.9668,21.2375,6.1841,-4.803,19646.9281,19646.9281,4.803
IS,BI,8566.9728,10.7775,2.0794,4.7992,59691.2151,59691.2151,4.7992
BR,US,7316.9188,20.949,4.8442,-4.7946,-48816.8386,48816.8386,4.7946
SY,JO,535.1867,20.2264,1.3863,-4.7946,-2387.5475,2387.5475,4.7946
ZM,MZ,1025.7746,19.9349,0,-4.7928,796.3186,796.3186,4.7928
KE,NG,3391.1385,20.4796,2.6391,-4.786,-722.6254,722.6254,4.786
CN,KE,7894.2816,20.7929,4.1431,-4.7849,6667.8211,6667.8211,4.7849
SC,TJ,5106.4156,10.3646,0,4.7775,14279.8756,14279.8756,4.7775
IS,HN,7415.8066,10.9221,2.6391,4.7715,57615.785,57615.785,4.7715
MM,PH,2912.4127,20.2835,1.7918,-4.767,-1676.0543,1676.0543,4.767
BS,LR,7488.7123,10.3793,0,4.7627,22669.0158,22669.0158,4.7627
BR,CO,3234.2141,20.6885,3.7842,-4.7556,2844.3432,2844.3432,4.7556
GD,PH,17194.6494,10.5322,0.69315,4.7547,6518.1473,6518.1473,4.7547
ZA,CD,2951.6101,20.0406,0.69315,-4.7537,4829.0886,4829.0886,4.7537
TZ,WS,16288.6448,10.6181,1.0986,4.7535,-3148.5676,3148.5676,4.7535
MT,BO,10023.9252,10.7653,1.7918,4.7513,21953.2145,21953.2145,4.7513
CN,UG,8294.3093,20.5386,3.091,-4.7506,7507.8721,7507.8721,4.7506
DZ,ML,1299.3298,19.8858,0,-4.7438,3063.2452,3063.2452,4.7438
TR,AZ,1064.6392,20.3447,2.1972,-4.7434,6910.6729,6910.6729,4.7434
TW,WS,8378.9099,11.0887,3.2958,4.7422,18570.2386,18570.2386,4.7422
AE,SB,12087.0111,10.5462,0.69315,4.7407,35616.7238,35616.7238,4.7407
DM,BF,6447.8249,10.4038,0,4.7383,6494.7242,6494.7242,4.7383
MO,EC,17419.6802,10.4059,0,4.7361,67217.976,67217.976,4.7361
VU,UG,14806.416,10.8429,2.0794,4.7337,2245.2577,2245.2577,4.7337
NG,SN,2586.702,19.8756,0,-4.7335,1219.9114,1219.9114,4.7335
BR,PY,1231.8276,20.6403,3.6636,-4.7325,4569.7438,4569.7438,4.7325
GR,IN,5779.1098,19.8702,0,-4.7281,16394.5814,16394.5814,4.7281
HU,UA,881.1149,20.1596,1.3863,-4.7278,10479.1194,10479.1194,4.7278
JO,LB,365.2749,19.8692,0,-4.7272,-3826.0672,3826.0672,4.7272
KH,WS,9590.8202,10.4174,0,4.7246,-2757.8541,2757.8541,4.7246
BN,LB,8699.1845,10.422,0,4.72,19024.4987,19024.4987,4.72
ZM,IN,6727.7146,20.0005,0.69315,-4.7136,-531,531,4.7136
IN,JO,4398.6743,20.2881,2.0794,-4.7114,-2378.5496,2378.5496,4.7114
GD,KE,11041.2668,10.661,1.0986,4.7106,8013.8594,8013.8594,4.7106
IN,MX,15094.3971,20.4238,2.7726,-4.7023,-6491.9183,6491.9183,4.7023
DM,SV,2965.3195,10.8793,2.0794,4.6974,2920.8701,2920.8701,4.6974
GB,IN,7662.6494,21.1155,6.107,-4.6971,38190.0005,38190.0005,4.6971
AU,WS,5776.807,11.857,6.7441,4.6945,45900.0581,45900.0581,4.6945
CL,WS,10045.2497,10.4525,0,4.6895,9765.1647,9765.1647,4.6895
KW,IQ,565.3916,19.9717,0.69315,-4.6848,24365.7993,24365.7993,4.6848
GH,ML,1117.5456,19.8229,0,-4.6808,732.9539,732.9539,4.6808
BR,NG,7168.3206,20.4377,2.9957,-4.6696,6471.9633,6471.9633,4.6696
EC,PE,890.1295,20.3033,2.3979,-4.6601,-76.6659,76.6659,4.6601
VU,CL,11647.5595,10.4828,0,4.6592,-10932.3596,10932.3596,4.6592
EG,LB,920.2866,20.3356,2.5649,-4.6575,-4399.5146,4399.5146,4.6575
AF,TJ,633.4212,20.4416,3.091,-4.6535,-234.0651,234.0651,4.6535
IR,ID,7304.7174,19.7889,0,-4.6469,1387.2851,1387.2851,4.6469
CO,PE,1532.202,20.3055,2.4849,-4.6441,-240.0447,240.0447,4.6441
BR,CL,3084.1933,19.7841,0,-4.6421,-5142.9776,5142.9776,4.6421
IN,BI,5972.5767,19.7834,0,-4.6413,1423.6605,1423.6605,4.6413
KW,IN,3306.6912,20.0115,1.0986,-4.6399,27266.0121,27266.0121,4.6399
IN,US,13576.6693,21.5654,8.5352,-4.6395,-55757.3992,55757.3992,4.6395
IS,TJ,6168.5128,11.2481,3.5553,4.637,59181.0987,59181.0987,4.637
SE,BZ,9266.5867,10.653,0.69315,4.6339,46789.303,46789.303,4.6339
NZ,GE,16037.3402,11.1252,2.9444,4.6322,35572.9736,35572.9736,4.6322
CN,AZ,4899.7788,20.1445,1.7918,-4.628,4246.2444,4246.2444,4.628
VU,PE,12663.3043,10.8889,1.7918,4.6276,-3185.0836,3185.0836,4.6276
EG,TZ,3716.6721,19.7686,0,-4.6266,2635.2963,2635.2963,4.6266
CH,BZ,9119.4534,10.5171,0,4.625,74002.0848,74002.0848,4.625
MC,VN,9778.7743,10.5273,0,4.6147,142060.6797,142060.6797,4.6147
IT,BG,1065.6677,19.7566,0,-4.6146,23176.4724,23176.4724,4.6146
TZ,ZW,1537.0462,19.7554,0,-4.6134,-129.4035,129.4035,4.6134
BR,PE,2574.2539,20.7189,4.625,-4.6102,2604.2984,2604.2984,4.6102
TW,ID,2827.0499,20.4607,3.4012,-4.6078,19027.7051,19027.7051,4.6078
SM,LB,2303.5545,10.5344,0,4.6077,38532.9953,38532.9953,4.6077
SE,TL,11804.5577,11.4094,4.1744,4.6051,49497.8689,49497.8689,4.6051
LU,BO,10005.0262,11.0574,2.4849,4.604,99726.3654,99726.3654,4.604
SY,PK,2874.3268,19.8816,0.69315,-4.5947,232.1971,232.1971,4.5947
NZ,MD,17270.9107,10.931,1.7918,4.5855,37526.422,37526.422,4.5855
SC,KH,5795.2118,10.7018,0.69315,4.5851,13805.8122,13805.8122,4.5851
DM,SN,5031.3424,10.7094,0.69315,4.5775,6186.3809,6186.3809,4.5775
MT,KH,9246.3374,11.2967,3.4965,4.5761,23788.2634,23788.2634,4.5761
TR,GE,778.9809,20.0045,1.3863,-4.5727,6933.9594,6933.9594,4.5727
IS,KG,6098.2662,10.9091,1.6094,4.5693,58899.9064,58899.9064,4.5693
NL,CN,7486.3988,19.8525,0.69315,-4.5656,37171.5991,37171.5991,4.5656
DM,ID,18308.6579,10.9558,1.7918,4.5607,3574.1598,3574.1598,4.5607
ZA,WS,14830.9551,10.8117,1.0986,4.56,1245.8325,1245.8325,4.56
NZ,LR,16158.0155,11.3257,3.5553,4.5594,38971.2528,38971.2528,4.5594
CY,SV,11865.7699,10.8729,1.3863,4.5589,19100.6172,19100.6172,4.5589
FR,TR,2798.8674,20.3361,3.0445,-4.5578,26067.3589,26067.3589,4.5578
PH,PK,5701.9858,20.2355,2.5649,-4.5573,1482.879,1482.879,4.5573
ZA,NG,4663.5288,19.9854,1.3863,-4.5536,3095.6087,3095.6087,4.5536
FJ,PY,12314.922,10.593,0,4.549,1073.1469,1073.1469,4.549
MY,WS,9679.5121,11.0814,2.3026,4.5419,5474.807,5474.807,4.5419
ZA,ZW,1428.0789,19.9085,1.0986,-4.5369,4264.9965,4264.9965,4.5369
IT,NG,3665.9773,20.5473,4.1897,-4.5296,28349.283,28349.283,4.5296
IS,EC,8803.4586,11.1657,2.6391,4.5279,54007.9584,54007.9584,4.5279
IN,ZW,6987.0272,19.8979,1.0986,-4.5262,700.7906,700.7906,4.5262
IS,MG,10824.0267,11.1708,2.6391,4.5228,59575.6237,59575.6237,4.5228
GD,UG,10398.0716,10.6257,0,4.5163,8853.9104,8853.9104,4.5163
CA,CN,9385.8584,20.1574,2.3979,-4.5142,34034.7471,34034.7471,4.5142
RU,VN,5283.271,19.988,1.6094,-4.5096,6562.6742,6562.6742,4.5096
IL,IN,4534.4408,20.1262,2.3026,-4.503,35583.2243,35583.2243,4.503
BS,TG,8422.1191,10.6443,0,4.4977,22545.9249,22545.9249,4.4977
IS,TG,6453.486,11.0194,1.7918,4.4971,59398.4809,59398.4809,4.4971
IS,RW,8414.8427,10.9377,1.3863,4.4941,59274.107,59274.107,4.4941
CY,NI,11643.8577,10.8795,1.0986,4.4922,21172.8197,21172.8197,4.4922
BS,SL,7159.8113,10.9411,1.3863,4.4907,22628.3371,22628.3371,4.4907
CN,MZ,9421.6003,19.9198,1.3863,-4.488,7741.1115,7741.1115,4.488
CN,MG,8556.5723,19.9656,1.6094,-4.4872,7721.862,7721.862,4.4872
SA,PK,2501.598,20.7197,5.2204,-4.4866,18560.4553,18560.4553,4.4866
DM,CR,2507.6009,10.9474,1.3863,4.4843,-4680.1834,4680.1834,4.4843
TW,VN,1709.7418,20.4309,3.8501,-4.4842,20412.3097,20412.3097,4.4842
NO,SR,8257.9507,10.6654,0,4.4767,64328.0447,64328.0447,4.4767
TH,PK,3598.0482,20.7506,5.4205,-4.4757,4439.7205,4439.7205,4.4757
DE,EG,3204.5153,20.4623,4.0431,-4.4753,38421.5685,38421.5685,4.4753
LU,HN,8889.8335,11.1158,2.0794,4.4609,100470.1639,100470.1639,4.4609
SG,SV,17824.1155,11.6261,4.4886,4.4541,48737.1296,48737.1296,4.4541
HU,TR,1565.6613,19.579,0,-4.437,1877.2381,1877.2381,4.437
MO,GT,15060.9352,10.7089,0,4.4331,69040.216,69040.216,4.4331
SG,IN,3443.6506,20.2551,3.2581,-4.4321,51251.3263,51251.3263,4.4321
EG,KE,3080.1746,20.0074,2.0794,-4.4308,2059.1303,2059.1303,4.4308
VU,KE,14166.236,11.0867,1.7918,4.4298,1405.2067,1405.2067,4.4298
MC,UG,5315.1428,10.9427,1.0986,4.429,143631.0612,143631.0612,4.429
NG,RW,2649.3987,19.5705,0,-4.4285,1475.1496,1475.1496,4.4285
IS,ZW,10188.4719,10.8591,0.69315,4.4278,58968.3452,58968.3452,4.4278
MC,KE,5729.3853,10.9479,1.0986,4.4237,142791.0102,142791.0102,4.4237
SG,NI,18146.5606,11.5591,4.0073,4.4205,50809.3321,50809.3321,4.4205
JP,PH,3072.2945,21.0526,7.1333,-4.4197,35943.3958,35943.3958,4.4197
SZ,SV,13685.0421,10.7255,0,4.4165,-1448.4307,1448.4307,4.4165
FJ,NI,10973.9756,10.7342,0,4.4079,3001.9695,3001.9695,4.4079
IS,SL,6308.2621,11.0369,1.3863,4.3949,59480.8931,59480.8931,4.3949
BR,MX,6928.2862,20.1286,2.8332,-4.3944,448.6422,448.6422,4.3944
TT,GE,10377.3052,10.7609,0,4.3811,11523.4489,11523.4489,4.3811
NZ,LB,16345.424,11.5665,3.8501,4.3802,31512.6188,31512.6188,4.3802
CN,MW,9132.8743,19.5161,0,-4.374,7822.386,7822.386,4.374
BH,SV,13795.961,10.7687,0,4.3734,18130.5825,18130.5825,4.3734
BH,NI,13578.9054,10.7692,0,4.3728,20202.785,20202.785,4.3728
IS,GE,4555.7485,11.0004,1.0986,4.3712,56123.2927,56123.2927,4.3712
KE,PK,4739.0249,19.8484,1.6094,-4.3699,-12.8332,12.8332,4.3699
DM,EG,9450.6181,11.2746,2.3979,4.3686,3629.9646,3629.9646,4.3686
SK,UA,844.2695,19.6525,0.69315,-4.3656,14310.2596,14310.2596,4.3656
ES,NG,3699.1294,20.2633,3.6376,-4.361,24350.5066,24350.5066,4.361
FJ,TJ,12708.4617,10.7916,0,4.3505,4357.5077,4357.5077,4.3505
IL,IQ,865.421,19.8666,1.7918,-4.35,32683.0115,32683.0115,4.35
LU,KH,9566.3757,11.517,3.4657,4.3494,101561.4143,101561.4143,4.3494
SE,CN,6378.5635,19.6313,0.69315,-4.3444,43476.688,43476.688,4.3444
BG,SR,9019.1054,10.7981,0,4.344,866.3631,866.3631,4.344
LR,SL,343.8431,19.4807,0,-4.3386,-40.6787,40.6787,4.3386
MT,EC,10357.3827,11.1085,1.3863,4.3232,19089.1865,19089.1865,4.3232
NZ,MN,12014.6827,11.497,3.2189,4.3178,35740.1718,35740.1718,4.3178
MW,KE,1523.8707,19.7492,1.3863,-4.3174,-1154.5649,1154.5649,4.3174
BE,TL,12946.5148,11.3609,2.5649,4.3172,38994.1573,38994.1573,4.3172
AT,TL,12318.5264,11.2,1.7918,4.3165,42074.5152,42074.5152,4.3165
GD,ML,6196.2158,10.8257,0,4.3163,8688.7121,8688.7121,4.3163
HU,IN,6055.0899,19.6865,1.0986,-4.3148,10955.4595,10955.4595,4.3148
BD,IQ,4645.703,19.4535,0,-4.3114,-3250.8209,3250.8209,4.3114
SM,TZ,6030.5745,10.8344,0,4.3077,45567.8062,45567.8062,4.3077
KR,PH,2629.993,20.456,4.8203,-4.3065,24587.7342,24587.7342,4.3065
AD,CO,8510.584,10.8573,0,4.2847,34409.8347,34409.8347,4.2847
JP,VN,3865.43,20.4849,5.0689,-4.2834,36708.7775,36708.7775,4.2834
GH,CD,2856.9418,19.4217,0,-4.2796,1068.9557,1068.9557,4.2796
DE,BG,1472.051,19.421,0,-4.279,34585.2628,34585.2628,4.279
IT,AL,637.6924,19.876,2.1972,-4.2748,26380.372,26380.372,4.2748
SM,UG,5122.8424,10.8684,0,4.2737,45831.6912,45831.6912,4.2737
ES,EG,3510.1578,19.7035,1.3863,-4.2718,23014.0017,23014.0017,4.2718
SM,GH,4210.8927,10.8746,0,4.2674,44933.539,44933.539,4.2674
IS,ZM,9523.6479,11.021,0.69315,4.2659,58798.5547,58798.5547,4.2659
IN,BF,8560.6085,19.6354,1.0986,-4.2637,1059.6574,1059.6574,4.2637
SM,KE,5500.4503,10.8815,0,4.2605,44991.6402,44991.6402,4.2605
TZ,PK,5492.0774,19.6903,1.3863,-4.2585,-588.9991,588.9991,4.2585
AO,UG,2120.318,19.3986,0,-4.2566,2495.4994,2495.4994,4.2566
JP,US,10150.4363,19.8027,1.9459,-4.2539,-18572.3194,18572.3194,4.2539
DM,NI,2584.3823,11.1231,1.0986,4.2486,4993.0726,4993.0726,4.2486
ZA,MZ,1832.7203,19.989,2.8904,-4.2429,4891.5246,4891.5246,4.2429
IE,SR,7002.0274,10.9034,0,4.2387,55122.0502,55122.0502,4.2387
EG,WS,17227.0915,11.0495,0.69315,4.2374,-513.2713,513.2713,4.2374
NL,TL,12832.4718,11.7838,4.2047,4.237,43192.78,43192.78,4.237
EE,PY,11849.3212,11.0518,0.69315,4.2351,13494.4827,13494.4827,4.2351
IS,PE,9440.1102,11.6884,3.7377,4.2349,53931.2925,53931.2925,4.2349
RU,NG,9469.9443,19.5171,0.69315,-4.2302,6570.3793,6570.3793,4.2302
ID,LA,2611.7792,19.3712,0,-4.2291,1217.142,1217.142,4.2291
MT,GT,10242.2867,11.1429,1.0986,4.2288,20911.4265,20911.4265,4.2288
RU,PH,5568.8327,19.9912,2.9957,-4.223,5797.2926,5797.2926,4.223
MC,TZ,6219.0612,10.9208,0,4.2212,143367.1762,143367.1762,4.2212
NO,LS,10177.502,11.6203,3.3322,4.2182,69814.343,69814.343,4.2182
TH,NP,2222.0013,19.8175,2.1972,-4.2163,5178.3809,5178.3809,4.2163
KR,VN,3110.7732,20.0118,3.1355,-4.2144,25353.1158,25353.1158,4.2144
EG,AF,3607.5162,19.356,0,-4.214,2952.7114,2952.7114,4.214
KG,TJ,395.1412,19.6453,1.3863,-4.2135,281.1923,281.1923,4.2135
IN,RW,5901.6066,19.9316,2.7726,-4.2101,1006.5523,1006.5523,4.2101
ID,NG,11695.2542,19.6878,1.6094,-4.2094,1392.3097,1392.3097,4.2094
IN,GE,4104.2146,19.4936,0.69315,-4.2066,-2144.262,2144.262,4.2066
TR,CD,4978.1283,19.3474,0,-4.2054,10343.104,10343.104,4.2054
LU,EC,9755.8545,11.5165,2.7726,4.205,96862.3374,96862.3374,4.205
IR,NG,5296.5593,20.0926,3.5835,-4.2016,2779.5948,2779.5948,4.2016
IQ,YE,2024.2422,19.3387,0,-4.1967,3619.2659,3619.2659,4.1967
ET,CM,3101.5298,19.335,0,-4.193,-325.891,325.891,4.193
QA,CR,13767.9987,11.0951,0.69315,4.1918,47506.2219,47506.2219,4.1918
IS,LB,5005.5232,11.2914,1.6094,4.187,52062.9379,52062.9379,4.187
MO,PE,18304.1512,10.9691,0,4.1729,67141.3101,67141.3101,4.1729
MA,ML,1611.6992,19.3142,0,-4.1722,2051.9227,2051.9227,4.1722
BS,BJ,8541.2416,10.9735,0,4.1686,22334.9461,22334.9461,4.1686
KW,TL,9369.4812,10.9779,0,4.1641,26873.4,26873.4,4.1641
IL,LB,326.3846,19.9933,3.2958,-4.1625,29378.6075,29378.6075,4.1625
UY,AM,13103.4344,10.9796,0,4.1624,11614.414,11614.414,4.1624
KH,PH,1820.3847,20.0129,3.4012,-4.16,-1681.1647,1681.1647,4.16
IN,GH,8660.6405,20.026,3.4657,-4.1597,195.9269,195.9269,4.1597
MW,UG,1641.5746,19.445,0.69315,-4.1581,-314.514,314.514,4.1581
FR,EG,3311.7629,20.1848,4.2341,-4.1578,33340.4782,33340.4782,4.1578
MU,AL,7850.6573,10.9846,0,4.1574,5480.6995,5480.6995,4.1574
NZ,SL,16348.3353,11.7742,3.7612,4.1539,38930.574,38930.574,4.1539
SG,CR,18522.8477,11.282,1.3863,4.1497,41136.0761,41136.0761,4.1497
PT,BZ,7983.9664,10.9927,0,4.1494,15002.7424,15002.7424,4.1494
FR,NG,4175.9762,20.3856,5.2417,-4.1481,34676.9831,34676.9831,4.1481
MW,NG,3764.8009,19.2853,0,-4.1432,-1877.1903,1877.1903,4.1432
FR,UA,2182.9504,20.2641,4.6913,-4.1415,34669.2403,34669.2403,4.1415
IN,LB,4472.349,19.8011,2.4849,-4.1397,-6204.6168,6204.6168,4.1397
IS,BJ,6406.9578,11.3911,1.7918,4.1254,59187.5022,59187.5022,4.1254
BG,IN,5517.1466,19.5523,1.3863,-4.1206,5641.4079,5641.4079,4.1206
ID,NP,4539.0144,19.7218,2.1972,-4.1205,2840.7624,2840.7624,4.1205
EC,TL,17110.2176,11.1705,0.69315,4.1164,3866.9841,3866.9841,4.1164
KE,YE,2087.4345,19.5417,1.3863,-4.1099,465.025,465.025,4.1099
NI,SV,412.3141,19.2515,0,-4.1095,-2072.2025,2072.2025,4.1095
AD,PH,11357.0731,11.0334,0,4.1087,37264.3681,37264.3681,4.1087
SE,SR,8785.5723,11.1794,0.69315,4.1075,45115.4361,45115.4361,4.1075
EE,CR,10139.4089,11.0381,0,4.104,5750.0493,5750.0493,4.104
NZ,TG,16378.0367,11.7986,3.6109,4.0981,38848.1618,38848.1618,4.0981
CZ,UA,1151.4799,19.6974,2.1972,-4.0961,16080.8217,16080.8217,4.0961
IS,HT,6419.1797,11.385,1.6094,4.0934,59237.3471,59237.3471,4.0934
CO,MX,3696.5616,19.9339,3.3673,-4.0881,-2395.7009,2395.7009,4.0881
TR,YE,2907.3881,19.3742,0.69315,-4.0872,9797.2746,9797.2746,4.0872
ES,TR,3312.2398,19.6344,1.9459,-4.0857,15740.8824,15740.8824,4.0857
QA,NI,13661.0668,11.3467,1.3863,4.0851,57179.4779,57179.4779,4.0851
IS,AL,3615.9252,11.2054,0.69315,4.0815,55830.0463,55830.0463,4.0815
CN,CM,9693.1408,19.656,2.0794,-4.0793,7090.5322,7090.5322,4.0793
CR,AM,12377.7615,11.4374,1.7918,4.0791,8218.486,8218.486,4.0791
BS,KE,12542.1199,11.6996,2.9957,4.0685,21669.0268,21669.0268,4.0685
OM,NI,14304.7586,11.798,3.4657,4.0684,12830.9759,12830.9759,4.0684
DM,TR,9492.151,11.0806,0,4.0614,-3643.1547,3643.1547,4.0614
VE,MX,4290.2639,19.2034,0,-4.0613,1056.6937,1056.6937,4.0613
CN,JO,6221.3048,19.6351,2.0794,-4.0584,4035.2434,4035.2434,4.0584
JP,MM,4366.6421,19.6798,2.3026,-4.0565,37619.4501,37619.4501,4.0565
OM,SV,14524.2768,11.7987,3.4012,4.0542,10758.7733,10758.7733,4.0542
EE,NI,9915.4214,11.3187,1.0986,4.0529,15423.3053,15423.3053,4.0529
AD,JO,3337.6487,11.0913,0,4.0507,36127.5025,36127.5025,4.0507
CZ,TR,1970.708,19.1919,0,-4.0498,7478.9403,7478.9403,4.0498
IR,VN,5870.3569,19.1905,0,-4.0485,2771.8897,2771.8897,4.0485
MU,GT,16577.2784,11.2417,0.69315,4.0453,5480.8517,5480.8517,4.0453
EE,SV,10017.7258,11.3294,1.0986,4.0423,13351.1028,13351.1028,4.0423
AE,PK,1717.8448,20.2239,4.9904,-4.0388,36154.0145,36154.0145,4.0388
KE,MZ,2089.0922,19.5842,1.9459,-4.0355,1073.2904,1073.2904,4.0355
IS,GT,7540.5441,11.4874,1.7918,4.0291,55830.1984,55830.1984,4.0291
SZ,HN,13480.7607,11.1176,0,4.0244,413.9963,413.9963,4.0244
TZ,ZA,2965.118,19.6831,2.4849,-4.0217,-4394.4001,4394.4001,4.0217
GB,US,6830.4035,19.9349,3.7136,-4.0168,-17567.3987,17567.3987,4.0168
TR,AM,848.7008,19.5928,2.0794,-4.0161,7181.4573,7181.4573,4.0161
NZ,LS,11456.2461,11.2746,0.69315,4.0123,38428.4891,38428.4891,4.0123
BG,TL,11510.4604,11.131,0,4.0111,5248.7958,5248.7958,4.0111
PA,CO,841.157,19.441,1.3863,-4.0092,7874.6307,7874.6307,4.0092
IS,JO,5341.71,11.6152,2.3026,4.0081,55889.005,55889.005,4.0081
MW,MG,1475.7228,19.1473,0,-4.0053,-100.524,100.524,4.0053
ID,AF,6171.679,19.286,0.69315,-3.9991,3008.5161,3008.5161,3.9991
SG,PY,16902.278,11.7906,3.091,3.9975,48880.5096,48880.5096,3.9975
MT,PE,10551.2154,11.7337,2.7726,3.9878,19012.5205,19012.5205,3.9878
ZW,NG,3847.2709,19.1284,0,-3.9864,-1169.3878,1169.3878,3.9864
BG,EG,1833.87,19.1278,0,-3.9857,3836.3057,3836.3057,3.9857
DM,PK,12685.838,11.3884,1.0986,3.9833,5676.2617,5676.2617,3.9833
LU,CL,12174.6466,11.1625,0,3.9795,89038.3954,89038.3954,3.9795
CM,BJ,1125.2138,19.1202,0,-3.9781,243.2083,243.2083,3.9781
DM,HN,2666.0283,11.4541,1.3863,3.9776,4783.2971,4783.2971,3.9776
JP,PK,6303.3743,20.2412,5.3753,-3.9758,37426.2748,37426.2748,3.9758
ZA,ZM,2002.1141,19.2597,0.69315,-3.9728,4095.206,4095.206,3.9728
BS,PH,15314.6025,12.0573,4.2485,3.9727,20173.3146,20173.3146,3.9727
CH,CN,7596.185,19.114,0,-3.9719,70689.4698,70689.4698,3.9719
ZA,MW,2249.6625,19.1131,0,-3.9711,4972.7991,4972.7991,3.9711
IS,MZ,10373.6384,11.4025,1.0986,3.9691,59594.8732,59594.8732,3.9691
IR,TZ,4750.7764,19.1021,0,-3.96,4078.3862,4078.3862,3.96
KE,MG,2302.4242,19.243,0.69315,-3.9561,1054.0409,1054.0409,3.9561
DE,NG,4682.3207,20.3684,6.0822,-3.9552,39758.0734,39758.0734,3.9552
IN,MN,3685.3586,19.503,1.9459,-3.9543,-1977.0638,1977.0638,3.9543
EG,ID,9364.9172,19.4676,1.7918,-3.9511,-55.8048,55.8048,3.9511
DE,BA,970.6629,19.5474,2.1972,-3.9462,37227.3403,37227.3403,3.9462
CN,GH,10836.2451,19.6181,2.5649,-3.94,6609.7198,6609.7198,3.94
MY,KH,986.3835,20.0406,4.625,-3.9319,8232.6612,8232.6612,3.9319
GB,TR,3382.4578,19.9384,4.1431,-3.9304,29111.7791,29111.7791,3.9304
IR,US,11657.8943,19.0671,0,-3.925,-52509.2071,52509.2071,3.925
RO,NG,4383.2209,19.0665,0,-3.9245,7296.1454,7296.1454,3.9245
ZM,KE,1831.2994,19.2951,1.0986,-3.9235,-276.9719,276.9719,3.9235
NZ,KG,13575.6613,11.9504,3.4965,3.9224,38349.5873,38349.5873,3.9224
TT,TJ,12632.8627,11.2214,0,3.9207,14581.255,14581.255,3.9207
CZ,IN,6385.9863,19.6531,2.8332,-3.9189,16557.1618,16557.1618,3.9189
FR,US,7665.5841,19.7232,3.1781,-3.917,-20611.8188,20611.8188,3.917
PL,NG,4857.5718,19.5163,2.1972,-3.9151,10194.4319,10194.4319,3.9151
SI,PY,10682.4958,11.7092,2.3026,3.9141,17224.3655,17224.3655,3.9141
VU,CO,13221.4376,11.2287,0,3.9133,-2945.0389,2945.0389,3.9133
RO,PK,4182.0885,19.1985,0.69315,-3.9116,8005.9377,8005.9377,3.9116
NZ,SV,11522.8898,12.3205,5.1985,3.9081,35203.0389,35203.0389,3.9081
LU,LR,5038.5987,11.5707,1.6094,3.9077,102375.9508,102375.9508,3.9077
PL,PK,4712.9628,19.6148,2.7081,-3.9068,10904.2241,10904.2241,3.9068
TZ,YE,2862.6491,19.0469,0,-3.9049,-111.141,111.141,3.9049
CN,ZM,9668.5257,19.3155,1.3863,-3.8837,6944.793,6944.793,3.8837
